"duplicate_id","author","year","journal","doi","title","abstract","label","source","pages","volume","number","isbn","record_ids"
"sr3_nk_1495",NA,"2018",NA,"10.1017/cts.2018.163","Do patient comorbidities impact the effectiveness of a COPD self-management program?","OBJECTIVES/SPECIFIC AIMS: Chronic obstructive pulmonary disease (COPD) is a leading cause of both hospitalizations and readmissions in the United States, and about 1 in 5 hospitalized patients with COPD will be readmitted within 30 days. COPD‐focused self‐management programs are frequently used to help patients better manage their symptoms and prevent hospitalization. However, while the majority of patients with COPD have at least one comorbidity, most trials of COPD self‐management programs either excluded patients with significant comorbidities or did not analyze the impact of comorbidities on patient outcomes. Using data from the BREATHE trial of a COPD self‐management program, this study aims to determine if patient post‐intervention outcomes differ based on the intensity and type of patient comorbidities. METHODS/STUDY POPULATION: In total, 240 patients hospitalized for COPD were randomly assigned to either a comprehensive self‐management intervention or usual transitional care. Primary outcomes for this trial were the number of COPD‐related hospitalizations and emergency department visits at 6 months and changes in COPD‐specific quality of life. To determine whether patient comorbidities modify the effect of the self‐management intervention on readmission and quality of life outcomes, we will compare patient outcomes across groups stratified by comorbidity burden (Charlson Comorbidity Index) and type (baseline diagnosis of congestive heart failure, diabetes, and depression). In addition, we will use regression analysis with interaction terms to test for interaction between comorbidity burden/type and intervention assignment. RESULTS/ANTICIPATED RESULTS: We hypothesize that the effect of the self‐management intervention will differ in patients with greater comorbidity burden due to competing medical demands for patients with multimorbidity. DISCUSSION/SIGNIFICANCE OF IMPACT: The results of this study will help clinicians better target disease‐specific self‐management programs to the groups of patients with COPD who are likely to receive the greatest benefit from this type of intervention.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1495, sr3_nk_1496"
"sr3_nk_1498","Lester, Helen","2003","The British journal of general practice : the journal of the Royal College of General Practitioners",NA,"A cluster randomised controlled trial of patient-held medical records for people with schizophrenia receiving shared care","BACKGROUND: Patient‐held records can improve communication across the primary‐secondary interface. There has been no previous rigorous assessment of the utility of patient‐held records for people with schizophrenia from a primary care perspective and their value for this population is unclear. AIM: To evaluate the effectiveness of a patient‐held record for patients with schizophrenia receiving shared care. DESIGN OF STUDY: Cluster randomised controlled trial. SETTING: Seventy‐four general practices and six community mental health localities in Birmingham, England between June 1998 and June 1999. METHOD: A sample of 201 patients with schizophrenia (ICD‐10 classification F20) was recruited; of these, 100 were intervention and 101 were control. Patient‐held records were given to the intervention patients. At 12‐month follow‐up, all patients were accounted for and 191 (95%) were revisited. Primary outcomes were the Verona Service Satisfaction Scale‐54 (VSSS‐54) and the Krawiecka and Goldberg (K & G) rating scale of psychopathology at 12‐month follow‐up. Secondary outcomes were use of primary and secondary care services. RESULTS: A total of 63/92 (68.5%) patients still had the patient‐held record, 64/92 (69.6%) had used it, and 39 (60.9%) of the 64 who had used it said the patient‐held record was regularly used by their keyworker. However the patient‐held record had no significant effect on primary outcomes (VSSS‐54: F1,116 = 0.06, P = 0.801, K & G: F1,116 = 0.6, P = 0.439) or on use of services. A higher symptom score was associated with not using the patient‐held record. CONCLUSIONS: The trial provides no good evidence to suggest that patient‐held records should be introduced as part of routine shared care for all patients with schizophrenia. However, the patient‐held record was acceptable to patients with schizophrenia and acted as a communication tool, particularly between patients and keyworkers.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1498, sr3_nk_8819"
"sr3_nk_1502","Fischer, U","1993","Diabete & metabolisme",NA,"Primary health care of diabetic patients in a specialized outpatient setting: a DIABCARE-based analysis","To assure health care quality requires a tool for establishing the feedback between parameters of patient management and related standards. To assess the current situation and to evaluate the DIABCARE system as a potential monitoring instrument, a retrospective study was performed in 85 randomly assigned insulin‐treated patients (72% type 2) who were regularly attending the diabetes outpatient unit (total of 3,595 patients) in a township of approximately 90,000 inhabitants. 1,195 records of sequential medical visits during the years 1987 and 1990 were analyzed. ‐Selected results (averages in 1987 vs. 1990): (1) Visits per year 6.9 vs 7.1; (2) intensified insulin treatment in 14 vs. 27% of all patients, they were on 4.0 vs. 4.5 injections per day applying doses of 0.8 vs. 0.6 IU kg‐1 d‐1; (3) glycaemic control: random blood glucose 6.0 vs. 5.8 mmol/l on conventional and 6.4 vs. 5.7 mmol/l on intensified regimes, HbA1 regular measurements in 2 vs. 21% of the patients; (4) body mass index 26.4 vs. 26.6 (conventional) and 24.7 vs. 25.9 (intensified) kg/(m)2; (5) retinopathy prevalence 30 vs. 29%, in 4 vs. 29% of the patients no information; (6) nephropathy prevalence 7 vs. 11%, in 75 vs. 68% of the patients no information; (7) foot complications prevalence 6 vs. 9%, in 91 vs. 84% of the patients no pathological findings. ‐The DIABCARE monitor proved appropriate but too laborious. The general level of care showed a tendency towards improvement between the two investigated periods but dit not yet meet the standards which must be attained to attain the St. Vincent Declaration.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1502, sr3_nk_8908"
"sr3_nk_1517","Chandler, M H","1990","Pharmacotherapy",NA,"Home monitoring of theophylline levels: a novel therapeutic approach","This pilot clinical investigation was conducted to compare a home therapeutic drug‐monitoring (TDM) method for theophylline blood levels and a traditional TDM method with respect to various patient outcome factors. Outpatients with chronic obstructive pulmonary diseases (COPD) or asthma who were receiving long‐term theophylline therapy were randomized to one of two groups: home TDM or traditional TDM (controls). Patients in the former group monitored their serum theophylline levels at home over 6 months. Patients in both groups completed survey instruments, including questionnaires, visual analog scales, and other psychosocial measures, at designated times throughout the study period. Pulmonary function tests and dyspnea index scores were evaluated at each clinic visit. Results indicated a significantly lower (p less than 0.05) number of changes in concomitant drug therapy in the home TDM group compared with controls. Other indicators that showed a trend toward more favorable outcomes in the home TDM group included symptomology, percentage of levels within the therapeutic range, patient attitudes regarding participation in health care management, and pulmonary function test results. Home monitoring prevented unnecessary clinic visits in several instances when theophylline dosage adjustments were based on telephone reports from patients. The utility of a home TDM method for theophylline has not been reported previously despite potential for broad applications. Findings from this preliminary study may support the use and feasibility of state‐of‐the‐art methodologies in carefully selected subpopulations outside the confines of the hospital or clinic setting.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1517, sr3_nk_8917"
"sr3_nk_153","Goldie, Catherine L","2012","Canadian journal of cardiovascular nursing = Journal canadien en soins infirmiers cardio-vasculaires",NA,"Nurse practitioners in postoperative cardiac surgery: are they effective?","BACKGROUND: High demand for acute care nurse practitioners (ACNPs) in Canadian postoperative cardiac surgery settings has outpaced methodologically rigorous research to support the role. PURPOSE: To compare the effectiveness of ACNP‐led care to hospitalist‐led care in a postoperative cardiac surgery unit in a Canadian, university‐affiliated, tertiary care hospital. METHODS: Patients scheduled for urgent or elective coronary artery bypass and/or valvular surgery were randomly assigned to either ACNP‐led (n=22) or hospitalist‐led (n=81) postoperative care. Both ACNPs and hospitalists worked in collaboration with a cardiac surgeon. Outcome variables included length of hospital stay, hospital readmission rate, postoperative complications, adherence to follow‐up appointments, attendance at cardiac rehabilitation and both patient and health care team satisfaction. RESULTS: Baseline demographic characteristics were similar between groups except more patients in the ACNP‐led group had had surgery on an urgent basis (p < or = 0.01), and had undergone more complicated surgical procedures (p < or =0.01). After discharge, more patients in the hospitalist‐led group had visited their family doctor within a week (p < or =0.02) and measures of satisfaction relating to teaching, answering questions, listening and pain management were higher in the ACNP‐led group. CONCLUSION/IMPLICATIONS: Although challenges in recruitment yielded a lower than anticipated sample size, this study contributes to our knowledge of the ACNP role in postoperative cardiac surgery. Our findings provide support for the ACNP role in this setting as patients who received care from an ACNP had similar outcomes to hospitalist‐led care and reported greater satisfaction in some measures of care.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_153, sr3_nk_8653"
"sr3_nk_1570","Zhang, Haibo","2015","American heart journal","10.1016/j.ahj.2015.05.012","National assessment of early β-blocker therapy in patients with acute myocardial infarction in China, 2001-2011: the China Patient-centered Evaluative Assessment of Cardiac Events (PEACE)-Retrospective AMI Study","BACKGROUND: Since 2007, clinical practice guidelines have recommended β‐blocker therapy early in the course of acute myocardial infarction (AMI) for patients who are not at high risk for complications. Our objective was to perform a national quality assessment of early β‐blocker use during hospitalization for AMI over the past decade in China. METHODS: We conducted medical record review of a nationally representative sample of patients admitted to Chinese hospitals with AMI and studied those without absolute contraindications to β‐blocker therapy in 2001, 2006, and 2011. We evaluated the use, type, and dose of β‐blockers within the first 24 hours of admission over time and identified predictors of not using this treatment both in ideal candidates and in those with risk factors for cardiogenic shock. RESULTS: Among 14,241 patients with AMI (representing 43,165 patients in 2001, 106,167 patients in 2006, and 221,874 patients in 2011 in China, respectively), 45.1% had no contraindications to early β‐blocker therapy; 21.1% had risk factors for cardiogenic shock but no absolute contraindication. β‐blocker use in ideal patients was 54.3% in 2001, 67.8% in 2006, and 61.8% in 2011 (P = .28 for trend). Predictors of nontreatment were older age, lower systolic blood pressure, lower heart rate, absence of chest discomfort, and admission to a nonteaching hospital. Use in patients with risk factors for cardiogenic shock was 42.6% in 2001, 59.5% in 2006, and 52.9% in 2011 (P = .31 for trend). Metoprolol was used most frequently (91.5%), but dosages were often below those recommended in guidelines. CONCLUSIONS: The use of early β‐blocker therapy for patients with AMI in China is suboptimal, with underuse in patients who could benefit and substantial use among those who might be harmed. Patterns of use have not changed over time, thus creating an important target of efforts to improve quality of care for AMI.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1570, sr3_nk_8570"
"sr3_nk_1578",NA,"2003",NA,"10.1016/s0735-6757(03)00102-5","Violence prevention in the ED: linkage of the","Interpersonal violence continues to be a problem in the United States, most prominent in the inner‐city minority young persons population. The medical approach of ""treat 'em and street 'em"" philosophy has led to foregoing the psychosocial needs of injured young persons. This study describes a program to link young persons who are victims of interpersonal violence to a healthcare system and a social service agency in an effort to meet their psychosocial needs. An unvalidated screening tool was developed by a team consisting of an EP, social worker, and public health scientist to determine the young victims' psychosocial needs. Patients aged 10 to 24 years who were victims of interpersonal violence (excluding child abuse, sexual assault, and domestic violence) were randomly assigned in the study. The control group was given a list of services and the treatment group received an assessment, case management, and referral to appropriate resources. The study site was a community, teaching level 1 trauma center. The study was approved by the institutional review board. Numbers of referrals in both groups were counted and compared using SPSS (version 10, Chicago, IL). One hundred eighty‐eight victims of interpersonal violence were enrolled. A total of 82.5% were male, 65.4% were African American and 31.4% were Hispanic. At the end of 6 months, 78 of the 96 young persons (81.3%) in the treatment group made one or more contacts with their case manager and made use of social service, healthcare, and other referrals. Education (21.6%), job readiness (19.1%), and mental health (11.9%) were the most frequently used services. Nine of the 92 (9.8%) in the control group used services; most of these referrals were for social services (7 of 9 respondents) and the others were healthcare‐related. The difference in utilization of services between the treatment and the control groups were found to be significant different (95% confidence interval, 1.41‐1.55, significance =.00), and there was a strong positive correlation of using services and case management (Pearson coefficient = 0.728, significance =.00). The referral of young victims of violence from the","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1578, sr3_nk_1579"
"sr3_nk_1605","Haag, Jordan D","2016","American health & drug benefits",NA,"Impact of pharmacist-provided medication therapy management on healthcare quality and utilization in recently discharged elderly patients","BACKGROUND: The optimization of medication use during care transitions represents an opportunity to improve overall health‐related outcomes. The utilization of clinical pharmacists during care transitions has demonstrated benefit, although the optimal method of integration during the care transition process remains unclear. OBJECTIVE: To evaluate the impact of pharmacist‐provided telephonic medication therapy management (MTM) on care quality in a care transitions program (CTP) for high‐risk older adults. METHODS: This prospective, randomized, controlled study was conducted from December 8, 2011, through October 25, 2012, in a primary care work group at a tertiary care academic medical center in the midwestern United States. High‐risk elderly (aged ≥60 years) patients were randomized to a pharmacist‐provided MTM program via telephone or to usual care within an existing outpatient CTP. The primary outcome was the quality of medication prescribing and utilization based on the Screening Tool to Alert Doctors to the Right Treatment (START) and the Screening Tool of Older Persons’ Prescriptions (STOPP) scores. The secondary outcomes were medication utilization using a modified version of the Medication Appropriateness Index, hospital resource utilization within 30 days of discharge, and drug therapy problems. RESULTS: Of 222 eligible high‐risk patients, 25 were included in the study and were randomized to the pharmacist MTM intervention (N = 13) or to usual care (N = 12). No significant differences were found between the 2 groups in medications meeting the STOPP or START criteria. At 30‐day follow‐up, no significant differences were found between the 2 cohorts in medication utilization quality indicators or in hospital utilization. At 30‐day follow‐up, 3 (13.6%) patients had an emergency department visit or a hospital readmission since discharge. In all, 22 patients completed the study. Medication underuse was common, with 20 START criteria absent medications evident for all 25 patients at baseline, representing 15 (60%) patients with ≥1 missing medications. Overall, 55 drug therapy problems were identified at baseline, 24 (43.6%) of which remained unresolved at 30‐day follow‐up. CONCLUSION: The use of a pharmacist‐provided MTM program did not achieve a significant difference compared with usual care in an existing CTP; however, the findings demonstrated frequent utilization of inappropriate medications as well as medication underuse, and many drug therapy problems remained unresolved. The small size of the study may have limited the ability to detect a difference between the intervention and usual care groups.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1605, sr3_nk_8643"
"sr3_nk_1611","Goulet, C","2001","CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne",NA,"A randomized clinical trial of care for women with preterm labour: home management versus hospital management","BACKGROUND: Preterm labour occurs in about 10% of all pregnancies and is the most important cause of premature birth. Women with preterm labour are admitted to hospital to have the contractions stopped. Thereafter, many women remain in hospital until delivery. We conducted a randomized clinical trial to compare hospital care with home care of women who had been admitted to hospital for preterm labour. METHODS: After they had received treatment for an acute episode of premature labour, women at 2 regional perinatal centres associated with teaching hospitals were randomly assigned to home care or hospital care. Eligible women (n = 250) were aged 18 years or older, lived within 50 km of the hospital, had a gestational age between 20 and 35 weeks, had no prior preterm delivery and were experiencing their first episode of preterm labour and first admission to hospital for preterm labour. Analysis was by intention to treat. RESULTS: There were no significant differences between the 2 groups in mean gestational age at delivery (home: 37.52 weeks, hospital: 37.50 weeks) or in mean birth weight (home: 2974 g, hospital: 3020 g). There were no significant differences between the 2 groups with respect to the proportions of babies born before term or the mean duration of neonatal hospital stay, neonatal intensive care unit stay and intermediate care nursery stay. The mean duration of the first stay in hospital for the women in the home group (3.8 days) was significantly shorter than the mean duration for women in the hospital group (6.1 days). In addition, the mean duration of all maternal stays in hospital was significantly shorter for the women in the home group (3.7 days) than in the hospital group (5.0 days). INTERPRETATION: Home care management is an efficient and acceptable alternative to hospital care for women experiencing preterm labour.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1611, sr3_nk_8837"
"sr3_nk_1618",NA,"2021",NA,"10.1111/jgs.16819","Video-Enhanced Care Management for Medically Complex Older Adults with Cognitive Impairment","OBJECTIVE: This pilot study assessed feasibility of video‐enhanced care management for complex older veterans with suspected mild cognitive impairment (CI) and their care partners, compared with telephone delivery. DESIGN: Pilot randomized controlled trial. SETTING: Durham Veterans Affairs Health Care System. PARTICIPANTS: Participants were enrolled as dyads, consisting of veterans aged 65 years or older with complex medical conditions (Care Assessment Need score ≥90) and suspected mild CI (education‐adjusted Modified Telephone Interview for Cognitive Status score 20‐31) and their care partners. INTERVENTION: The 12‐week care management intervention consisted of monthly calls from a study nurse covering medication management, cardiovascular disease risk reduction, physical activity, and sleep behaviors, delivered via video compared with telephone. MEASUREMENTS: Dyads completed baseline and follow‐up assessments to assess feasibility, acceptability, and usability. RESULTS: Forty veterans (mean (standard deviation (SD)) age = 72.4 (6.1) years; 100% male; 37.5% Black) and their care partners (mean (SD) age = 64.7 (10.8) years) were enrolled and randomized to telephone or video‐enhanced care management. About a third of veteran participants indicated familiarity with relevant technology (regular tablet use and/or experience with videoconferencing); 53.6% of internet users were comfortable or very comfortable using the internet. Overall, 43 (71.7%) care management calls were completed in the video arm and 52 (86.7%) were completed in the telephone arm. Usability of the video telehealth platform was rated higher for participants already familiar with technology used to deliver the intervention (mean (SD) System Usability Scale scores: 65.0 (17.0) vs 55.6 (19.6)). Veterans, care partners, and study nurses reported greater engagement, communication, and interaction in the video arm. CONCLUSION: Video‐delivered care management calls were feasible and preferred over telephone for some complex older adults with mild CI and their care partners. Future research should focus on understanding how to assess and incorporate patient and family preferences related to uptake and maintenance of video telehealth interventions.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1618, sr3_nk_1617"
"sr3_nk_1638","Coskun, Simge","2022","European Journal of Cardiovascular Nursing (EUR J CARDIOVASC NURS), 46-55. Jan2022; 21 (1): (10p)","10.1093/eurjcn/zvab005","The effects of Nurse Led Transitional Care Model on elderly patients undergoing open heart surgery: a randomized controlled trial","AIMS : Rate and number of successful cases in open heart surgery has been increasing due to the advances in medical technology and surgery. To improve patient convalescence results and reduce rate of post‐discharge readmission to hospital and unplanned post‐discharge rehospitalization, home‐care and follow‐up process of patients should be managed successfully. To evaluate the effectiveness of Nurse Led Transitional Care Model on the functional autonomy, quality of life, readmission, and rehospitalization rates of elderly patients undergoing open heart surgery. A randomized controlled trial was conducted from November 2017 to December 2018 and performed according to the CONSORT Guidelines. METHODS AND RESULTS : Sixty‐six elderly patients were randomly allocated to the intervention (n: 33) and control (n: 33) groups. Patients in intervention group were given care based on the Transitional Care Model until the post‐discharge 9th week starting from date of hospitalization. Patients in control group were given standard care services. Functional autonomy, quality of life levels, and repeated admission/re‐hospitalization rates to the clinic were evaluated. The Functional Autonomy Measurement System and SF‐36 Quality of Life Scale scores of the intervention group were higher than that of the control group at the 9th week (P < 0.05). In addition, rate of readmission and rehospitalization during the follow‐up period (6 months) of patients in the intervention group was found to be lower than the patients in the control group (P < 0.05). CONCLUSION : Care services offered under the Transitional Care Model improved functional autonomy and quality of life and decreased post‐discharge hospital readmission and rehospitalization rates of patients. TRIAL REGISTRATION: The study was registered on ClinicalTrials.gov (ID: NCT04384289).","nk_ft_exclude,nk_ft_exclude,original_exclude","nk,nk,original","46-55","21","1",NA,"sr3_nk_1638, sr3_nk_7548, sr3_original_54"
"sr3_nk_1695","Andersen, H E","2001","Kan genindlaeggelse af apopleksiramte forebygges? Resultater af et randomiseret interventionsstudium. Posthospital opfolgende indsats til apopleksipatienter.",NA,"Can readmission after apoplexy be prevented? Post-hospital follow-up intervention for apoplexy patients","INTRODUCTION: The aim of this study was to evaluate two models of an organised postdischarge follow‐up service for stroke survivors in comparison with standard aftercare. METHODS: One hundred and fifty‐five stroke patients discharged to their homes with lasting impairment were randomised as follows: 54 to follow‐up home visits by a physician (INT1‐HVP), 53 to instruction by a physiotherapist in their home (INT2‐PI), and 48 to standard aftercare (control). Six months after discharge, data on readmission were collected. RESULTS: The readmission rate over the six‐month period was 26% in the INT1‐HVP group, 34% in the INT2‐PI group, and 44% for the controls (p = 0.028). Multivariate analysis of the readmission risk showed a significant, favourable effect of intervention in interaction with the length of hospital stay (p = 0.0332), which indicates that the effect of intervention was strongest for patients with a long inpatient rehabilitation. DISCUSSION: Follow‐up intervention after discharge seems to be a way of preventing readmission, especially for patients with a long inpatient rehabilitation.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1695, sr3_nk_8850"
"sr3_nk_1728",NA,"2011",NA,"10.1007/s11606-011-1814-6","Adiponectin and all-cause mortality in a cohort of elderly people with type 2 diabetes","BACKGROUND: Nearly a quarter of Americans over the age of 60 are estimated to have type 2 diabetes. The Action to Control Cardiovascular Risk in Diabetes Trial demonstrated that tight glycemic control was associated with increased mortality, while tight lipid and blood pressure control had no association with mortality. These surprising findings raise the possibility of novel predictors ofmortality in people with type 2 diabetes. We sought to explore whether insulin resistance measured by adiponectin level was related to increasedmortality in people with type 2 diabetes. High levels of adiponectin are known to be associated with lower risk of developing type 2 diabetes, but no data have been published to our knowledge regarding the association of adiponectin level and mortality specifically in patients with type 2 diabetes. Data regarding adiponectin level and mortality in non‐diabetic populations are inconsistent. METHODS: Participants were a subsample of 627 subjects from the Informatics for Diabetes Education and Telemedicine project (IDEATel) who were enrolled in a substudy. IDEATel was a CMS supported randomized controlled trial designed to evaluate the effectiveness of telemedicine case management in elderly Medicare beneficiaries with type 2 diabetes but without severe co‐morbid disease. Subjects were enrolled in IDEATel from December 2000 to October 2005. Adiponectin was measured on frozen serum samples for all subjects and mortality data were collected from the National Death Index through 11/30/2009. ANOVA and Chi‐square were used to compare relevant continuous and categorical variables across quartiles of adiponectin. Cox proportional hazards regression was performed to examine the relationship between adiponectin level and allcause mortality adjusting for age, gender, race/ethnicity, hemoglobin A1c, blood pressure, LDL, HDL, triglycerides, BMI, albumin/creatinine ratio, creactive protein, active tobacco use and medication usage, specifically thiazolidinediones (TZDs). RESULTS: Subjects had a mean age of 72, were 70% women, 83% Hispanic and 15% African American. Compared to the lowest adiponectin quartile, those in the highest adiponectin quartile had higher HDL (51.4 +/‐ 16.7 vs. 42.7 +/‐ 12.3; p<0.001), higher log albumin/ creatinine (1.6 +/‐ 0.6 vs 1.3 +/‐ 0.5; p=0.0037), higher frequency of TZD use (58.6% vs. 5.8%; p<0.0001), lower triglycerides (121.6 +/‐ 61.3 vs 144.6 +/‐ 77.9; p=0.005) and lower CRP (0.3 +/‐ 1.3 vs. 1.0 +/‐ 1.3; p<0.0001). Cox regression models demonstrated that compared with those in the lowest quartile of adiponectin, those in the highest adiponectin quartile had an increased hazard of death with a fully adjusted hazard ratio of 4.0 (95% CI 1.7, 9.2); p��value=0.0003 for trend across quartiles of adiponectin level (Table 1). These results remained consistent when the analysis was stratified by age, gender and TZD usage and after excluding those subjects who died within one year of adiponectin sampling. We conducted a secondary analysis in a sample of 464 participants for whom we were able to calculate change in weight predating the adiponectin measurement. After adjustment for weight gain or loss of more than 10% of body weight, the association between adiponectin and higher mortality remained significant with a fully adjusted hazard ratio of 3.1 (95% CI 1.2, 7.9); p=0.01 for trend across quartiles of adiponectin level. CONCLUSION: Higher adiponectin level was associated with higher allcause mortality in a cohort of elderly people with type 2 diabetes.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1728, sr3_nk_1729"
"sr3_nk_1755","Gattis, Wendy A","2002","Reviews in cardiovascular medicine",NA,"The Initiation Management Predischarge Process for Assessment of Carvedilol Therapy for Heart Failure (IMPACT-HF) Study: design and implications","The utilization of b‐blockers for the treatment of heart failure in the United States is inadequate despite the available data and the current guidelines that support their use. The ongoing Initiation Management Predischarge Process for Assessment of Carvedilol Therapy for Heart Failure (IMPACT‐HF) study was designed to determine if initiation of beta‐blockade prior to hospital discharge is safe and effective in improving the 60‐day use of beta‐blockers in patients with heart failure. IMPACT‐HF is a community‐based, multicenter, open‐label trial of 375 heart failure patients randomized to carvedilol initiated before their hospital discharge or to usual care (Heart Failure Society of America guidelines that recommend waiting 2‐4 weeks after hospitalization for heart failure before initiating beta‐blocker therapy). The entry criteria are nonrestrictive to ensure inclusion of patients reflective of the general heart failure population. The primary endpoint of the study is the number of patients treated with any beta‐blocker at 60 days. A concurrently ongoing pilot registry will enroll 550 patients, admitted with exacerbated heart failure, in three phases to collect demographic, clinical, treatment patterns, and outcome data. The trial will test the tolerability of beta‐blocker initiation in the hospital setting, develop strategies to improve the use of evidence‐based medicine in clinical practice, and explore the patient's course from hospital admission through discharge and up to 60 days. The trial data will determine if in‐hospital initiation of beta‐blocker therapy is effective at improving the long‐term use of pharmacologic agents proven to reduce morbidity and mortality.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1755, sr3_nk_8845"
"sr3_nk_1762","Wiebelitz, K R","2010","Kostenvergleichsuntersuchung zur naturheilkundlichen und konventionellen orthopadischen stationaren Behandlung.",NA,"Comparison of treatment expenses of naturopathic and orthopedic in-patient treatment","BACKGROUND: In health services research comparative studies between orthopaedics and naturopathy are necessary. They allow evidence based decisions between individual therapeutical alternatives as well as decisions on health politics, e.g. concerning allocation of resources. PATIENTS AND METHODS: A controlled prospective cohort study is presented. Conservatively treated patients were recruited for the study, if they needed in‐patient treatment because of chronic back pain. The conservative orthopaedic treatment including Minimal invasive Therapy (MIT) was compared to in‐patient naturopathic ""complex""‐treatment. The real costs to the public health insurance system are unknown‐‐relating to both the individual patient and the physician. Hence an approximation was attempted on the basis of the billing of the concerned hospitals, the analysis of extensive patient interviews, randomly selected evaluation of in‐ and out‐patient records, validated by an expert panel. RESULTS: Costs for medication decreased in the post stationary phase after orthopedic and naturopathic treatment. Rehabilitation measures and treatments at a health resort increased after orthopedic treatment, whereas the frequency of specialist consultation decreased in both cohorts indicating the efficacy of the in‐patient treatment. Incidence of psychotherapy was highest in the naturopathic group before admission to hospital and decreased afterwards. The gathered data point to a reduction of the total outpatient treatment costs in both cohorts. There were treatment‐specific differences when regarding single components. CONCLUSION: Naturopathic complex in‐patient treatment is a cost‐efficient complement of the conventional orthopedic treatment options.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1762, sr3_nk_8704"
"sr3_nk_1772","Matzen, Lars Erik","2007","Geriatrisk teambesog kan forebygge indlaeggelse af subakut henviste patienter, men er et tidskraevende tilbud. En randomiseret undersogelse.",NA,"Geriatric home visits can prevent hospitalisation of subacute patients but is time-consuming. A randomised study","AIM: To study if geriatric home visits could prevent hospital admittance of geriatric patients referred subacute by general practitioners. MATERIALS AND METHODS: Patients were randomised to first contact by geriatric home visit (n=59), or to subacute admittance to a geriatric ward (n=43), median age 79.0 and 82.5 years, women 64% and 72%, Barthel‐index 755 and 770 and MMSE 24,0 and 23,0. Only 30% of the total number of subacute referred patients were included. RESULTS: 53% (31/59) randomised to home visits were not admitted to hospital, 17% (10/59) were admitted at the first home visit and 12% (7/59) within the first 7 days. Patients admitted within the first 7 days were more often single, 84% (n=16/19) as compared to 52% (16/31) of those not admitted. The time used on home visits was on average 122 min, including 23 min (19%) for transportation. Among the 43 patients randomised to subacute admittance 16% (7/43) were sent home within 24 hours, and of these 73% were seen in the outpatient clinic, 26% (11/42) were sent home on day 2‐7 and of these 27% were seen in the outpatient clinic. The overall median time in contact with the geriatric department was 27.1 days (n=59) in the home visit group and 15.0 days (n=43) in the admitted group (p<0.05). There were no significant differences in patient satisfaction or self‐rated health. The average time used by the municipality for home service was reduced to 15 min/day in patients sent to hospital (p<0.01) and increased to 44 min/day in patients not admitted (p<0.05). CONCLUSION: Hospital admittance was avoided by geriatric home visits. However, time consumption was high. The municipality costs increased for non‐admitted patients. The overall time in contact with the geriatric department was shortest for admitted patients.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1772, sr3_nk_8768"
"sr3_nk_1846",NA,"2010",NA,"10.1186/1472-6963-10-296","A randomised clinical trial on comprehensive geriatric assessment and intensive follow up after hospital discharge: the transitional care bridge","INTERVENTION: The intervention group will receive the transitional care bridge program, consisting of a handover moment with a community care nurse (CN) during hospital admission and five home visits after discharge by the CN. The control group will receive ‘care as usual’ after discharge. CONDITION: internal medicine, geriatric conditions, geriatric syndromes, multimorbidity PRIMARY OUTCOME: Main outcome is the level of ADL functioning six months after discharge compared to premorbid functioning measured with the Katz ADL index. SECONDARY OUTCOME: Secondary outcomes include survival, cognitive functioning, quality of life, health care utilization, satisfaction of the patient and primary care giver with the transitional care bridge program. INCLUSION CRITERIA: 1. Acutely admitted on the department of internal medicine; 2. 65 years and older; 3. Hospitalized for at least 48 hours; 4. At increased risk for functional decline.","nk_tiab_exclude,nk_tiab_exclude","nk,nk",NA,NA,NA,NA,"sr3_nk_1846, sr3_nk_46"
